都道府縣,市町村名,名稱,地址,緯度,經度
東京都,葛飾區,葛飾柴又寅次郎紀念館,東京都葛飾区柴又6-22-19,35.76 ,139.88 
東京都,葛飾區,山田洋次博物館,東京都葛飾区柴又6-22-19,35.76 ,139.88 
東京都,葛飾區,葛飾區山本亭,東京都葛飾区柴又7-19-32,35.76 ,139.88 
