路線,路線名稱,方向,站序,中文站點名稱,英文站點名稱,經度,緯度
54,下港尾 - 樹仔腳,回程,56,水湳市場(中清路),Shuinan Market(Zhongqing Road),120.669311,24.177505
54,下港尾 - 樹仔腳,回程,57,大德國中,Dade Junior High School,120.667858,24.17937
54,下港尾 - 樹仔腳,回程,58,全民醫院,Quanmin Hospital,120.666511,24.181411
54,下港尾 - 樹仔腳,回程,59,陳平,Chenping,120.665722,24.182957
54,下港尾 - 樹仔腳,回程,60,頂陳平,Dingchenping,120.664821,24.184499
54,下港尾 - 樹仔腳,回程,61,后庄仔,Houzhuangzi,120.66381,24.186245
54,下港尾 - 樹仔腳,回程,62,中清后庄路口,Zhongqing-Houzhuang Intersection,120.6627128,24.1881803
54,下港尾 - 樹仔腳,回程,63,后庄國宅,Houzhuang Civil House,120.661452,24.190405
54,下港尾 - 樹仔腳,回程,64,貿易三村,Maoyi 3rd Village,120.6602229,24.19242465
54,下港尾 - 樹仔腳,回程,65,中清同榮路口,Zhongqing-Tongrong Intersection,120.6593721,24.19375253
54,下港尾 - 樹仔腳,回程,66,下港尾,Xiagangwei,120.6583891,24.19536386
56,新光里(新福路)- 新烏日車站,去程,1,新光里(新福路),Xinguang Village(Xinfu Road),120.703247,24.151355
56,新光里(新福路)- 新烏日車站,去程,2,新福里(新福路),Xinfu Village(Xinfu Road),120.703161,24.149416
56,新光里(新福路)- 新烏日車站,去程,3,新光里(中山路),Xinguang Village(Zhongshan Road),120.702447,24.148134
56,新光里(新福路)- 新烏日車站,去程,4,東光十甲路口,Dongguang-Shijia Intersection,120.697316,24.144313
56,新光里(新福路)- 新烏日車站,去程,5,東光旱溪街口,Dongguang-Hanxi Intersection,120.696699,24.140706
56,新光里(新福路)- 新烏日車站,去程,6,建成樂業路口,Jiancheng-Leye Intersection,120.696438,24.138142
56,新光里(新福路)- 新烏日車站,去程,7,新建國市場(1號門),New Jianguo Market(Gate 1),120.694618,24.134865
56,新光里(新福路)- 新烏日車站,去程,8,新建國市場(進德路),New Jianguo Market(Jinde Road),120.693161,24.134143
56,新光里(新福路)- 新烏日車站,去程,9,建成大振街口,Jiancheng-Dazhen Intersection,120.6920534,24.13253563
56,新光里(新福路)- 新烏日車站,去程,10,大智忠孝路口,Dazhi-Zhongxiao Intersection,120.689936,24.132359
56,新光里(新福路)- 新烏日車站,去程,11,新時代購物中心,Mode Mall,120.688173,24.136001
56,新光里(新福路)- 新烏日車站,去程,12,臺中車站(大智北路),Taichung Station(Dazhi North Road),120.687721,24.137466
56,新光里(新福路)- 新烏日車站,去程,13,干城站,Gancheng Station,120.68598,24.140811
56,新光里(新福路)- 新烏日車站,去程,14,臺中公園(雙十路),Taichung Park(Shuangshi Road),120.686097,24.144066
56,新光里(新福路)- 新烏日車站,去程,15,臺灣體大游泳池,Taiwan University of SportSwimming Pool,120.6863557,24.14694948
56,新光里(新福路)- 新烏日車站,去程,16,臺中一中,Taichung 1st Senior High School,120.6874765,24.14938717
56,新光里(新福路)- 新烏日車站,去程,17,臺灣體大體育場,Taiwan University of SportStadium,120.6887959,24.15256672
56,新光里(新福路)- 新烏日車站,去程,18,莒光新城,Juguang Community,120.688291,24.153956
56,新光里(新福路)- 新烏日車站,去程,19,五權學士路口,Wuquan-Xueshi Intersection,120.68367,24.153761
56,新光里(新福路)- 新烏日車站,去程,20,五常里,Wuchang Village,120.6802814,24.15245009
56,新光里(新福路)- 新烏日車站,去程,21,光大里,Guangda Village,120.678389,24.151754
56,新光里(新福路)- 新烏日車站,去程,22,五權公園路口(光大社區),Wuquan-Gongyuan Intersection(Guangda Community),120.676772,24.150927
56,新光里(新福路)- 新烏日車站,去程,23,中央市場,Central Market,120.675405,24.149637
56,新光里(新福路)- 新烏日車站,去程,24,五權臺灣大道口,Wuquan Taiwan Blvd. Intersection,120.672369,24.14668
56,新光里(新福路)- 新烏日車站,去程,25,五權民生路口,Wuquan-Mingsheng Intersection,120.670284,24.14461
56,新光里(新福路)- 新烏日車站,去程,26,五權自立街口,Wuquan-Zili Intersection,120.6685764,24.14295721
56,新光里(新福路)- 新烏日車站,去程,27,大墩文化中心(五權路),Dadun Cultural Center(Wuquan Road),120.6662548,24.14082034
56,新光里(新福路)- 新烏日車站,去程,28,美術館(五權西路),National Taiwan Museum of Fine Arts (Wuquan W. Road),120.663706,24.140149
56,新光里(新福路)- 新烏日車站,去程,29,五權西忠明南路口,Wuquan W.-Zhongming S. Intersection,120.6581977,24.140211
56,新光里(新福路)- 新烏日車站,去程,30,五權西東興路口,Wuquan W.-Dongxing Intersection,120.6534674,24.14016183
56,新光里(新福路)- 新烏日車站,去程,31,五權西大墩路口,Wuquan W.-Dadun Intersection,120.6507003,24.14008309
56,新光里(新福路)- 新烏日車站,去程,32,捷運南屯站(五權西路),MRT Nantun Station(Wuquan W. Road),120.6474795,24.140119
56,新光里(新福路)- 新烏日車站,去程,33,五權西向心路口,Wuquan W.-Xiangxin Intersection,120.643948,24.140399
56,新光里(新福路)- 新烏日車站,去程,34,五權西萬和路口,Wuquan W.-Wanhe Intersection,120.641279,24.1412874
56,新光里(新福路)- 新烏日車站,去程,35,南屯(五權西路),Nantun(Wuquan W. Road),120.638903,24.142076
56,新光里(新福路)- 新烏日車站,去程,36,五權西三厝街口,Wuquan W.-Sancuo Intersection,120.636049,24.143172
56,新光里(新福路)- 新烏日車站,去程,37,五權西永春東七路口,Wuquan W.-Yongchun E. 7th Intersection,120.633877,24.144632
56,新光里(新福路)- 新烏日車站,去程,38,中村加油站,Zhongcun Gas Station,120.630437,24.146909
56,新光里(新福路)- 新烏日車站,去程,39,新生里(哈魚碼頭),Xinsheng Village(Hotfish),120.6255125,24.14890233
56,新光里(新福路)- 新烏日車站,去程,40,忠勇寶山東二街口,Zhongyong -Baoshan E. 2nd Intersection,120.616163,24.152652
56,新光里(新福路)- 新烏日車站,去程,41,寶山里土地公,Baoshan Village Temple,120.615656,24.150371
56,新光里(新福路)- 新烏日車站,去程,42,文山國小(忠勇路),Wen San Elementary School(Zhongyong Road),120.615547,24.149542
56,新光里(新福路)- 新烏日車站,去程,43,文山里,Wenshan Village,120.614846,24.145833
56,新光里(新福路)- 新烏日車站,去程,44,一善堂,Yishan Temple,120.614696,24.144815
56,新光里(新福路)- 新烏日車站,去程,45,下文山,Xiawenshan,120.61354,24.142321
56,新光里(新福路)- 新烏日車站,去程,46,七星橋,Qixing Bridge,120.613106,24.140441
56,新光里(新福路)- 新烏日車站,去程,47,嶺東高中,Ling Tung Senior High School,120.61137,24.13852
56,新光里(新福路)- 新烏日車站,去程,48,嶺東科技大學(嶺東路),Ling Tung University(Ling Tung Road),120.609947,24.137548
56,新光里(新福路)- 新烏日車站,去程,49,彩虹眷村(嶺東南路),Rainbow Village(Lingdong S. Road),120.610273,24.13407
56,新光里(新福路)- 新烏日車站,去程,50,南屯同安厝,Nantun Tong'ancuo,120.610464,24.131813
56,新光里(新福路)- 新烏日車站,去程,51,同安南北巷口,Tongan-Nanbei Lane,120.608978,24.129086
56,新光里(新福路)- 新烏日車站,去程,52,成功嶺3號門,Chenggongling 3rd Gate,120.607427,24.126428
56,新光里(新福路)- 新烏日車站,去程,53,烏日學田里,Wuri Xuetian Village,120.606869,24.124283
56,新光里(新福路)- 新烏日車站,去程,54,學田活動中心,Xuetian Actirity Center,120.607148,24.122487
56,新光里(新福路)- 新烏日車站,去程,55,學田診所,Xuetian Clinic,120.607674,24.120538
56,新光里(新福路)- 新烏日車站,去程,56,幸記公司,Lucky Company,120.607883,24.118105
56,新光里(新福路)- 新烏日車站,去程,57,高鐵學田路口,Gaotie-Xuetian Intersection,120.608023,24.113233
56,新光里(新福路)- 新烏日車站,去程,58,國際展覽館(烏厝巷),TCIEC(Wucuo Lane),120.612066,24.107174
56,新光里(新福路)- 新烏日車站,去程,59,新烏日車站(C區),Xinwuri Station(C),120.6137,24.108712
56,新光里(新福路)- 新烏日車站,回程,1,新烏日車站(C區),Xinwuri Station(C),120.6137,24.108712
56,新光里(新福路)- 新烏日車站,回程,2,高鐵學田路口,Gaotie-Xuetian Intersection,120.608125,24.113223
56,新光里(新福路)- 新烏日車站,回程,3,幸記公司,Lucky Company,120.608034,24.117889
56,新光里(新福路)- 新烏日車站,回程,4,學田診所,Xuetian Clinic,120.607771,24.120435
56,新光里(新福路)- 新烏日車站,回程,5,學田活動中心,Xuetian Actirity Center,120.607269,24.122379
56,新光里(新福路)- 新烏日車站,回程,6,烏日學田里,Wuri Xuetian Village,120.60695,24.124418
56,新光里(新福路)- 新烏日車站,回程,7,成功嶺3號門,Chenggongling 3rd Gate,120.607469,24.126438
56,新光里(新福路)- 新烏日車站,回程,8,同安南北巷口,Tongan-Nanbei Lane,120.609109,24.129194
56,新光里(新福路)- 新烏日車站,回程,9,南屯同安厝,Nantun Tong'ancuo,120.60991,24.13077
56,新光里(新福路)- 新烏日車站,回程,10,彩虹眷村(嶺東南路),Rainbow Village(Lingdong S. Road),120.6103778,24.13403989
56,新光里(新福路)- 新烏日車站,回程,11,嶺東科技大學(嶺東路),Ling Tung University(Ling Tung Road),120.610144,24.1372
56,新光里(新福路)- 新烏日車站,回程,12,嶺東高中,Ling Tung Senior High School,120.611244,24.138466
56,新光里(新福路)- 新烏日車站,回程,13,七星橋,Qixing Bridge,120.613187,24.140552
56,新光里(新福路)- 新烏日車站,回程,14,下文山,Xiawenshan,120.61372,24.142507
56,新光里(新福路)- 新烏日車站,回程,15,一善堂,Yishan Temple,120.614809,24.144913
56,新光里(新福路)- 新烏日車站,回程,16,文山里,Wenshan Village,120.6150234,24.14613261
56,新光里(新福路)- 新烏日車站,回程,17,文山國小(忠勇路),Wen San Elementary School(Zhongyong Road),120.615613,24.149434
56,新光里(新福路)- 新烏日車站,回程,18,寶山里土地公,Baoshan Village Temple,120.615855,24.150939
56,新光里(新福路)- 新烏日車站,回程,19,忠勇寶山東二街口,Zhongyong -Baoshan E. 2nd Intersection,120.616292,24.152843
56,新光里(新福路)- 新烏日車站,回程,20,新生里(哈魚碼頭),Xinsheng Village(Hotfish),120.624771,24.148932
56,新光里(新福路)- 新烏日車站,回程,21,中村加油站,Zhongcun Gas Station,120.631172,24.146155
56,新光里(新福路)- 新烏日車站,回程,22,五權西永春東七路口,Wuquan W.-Yongchun E. 7th Intersection,120.633524,24.14461177
56,新光里(新福路)- 新烏日車站,回程,23,五權西三厝街口,Wuquan W.-Sancuo Intersection,120.6360134,24.14306957
56,新光里(新福路)- 新烏日車站,回程,24,南屯(五權西路),Nantun(Wuquan W. Road),120.638651,24.142
56,新光里(新福路)- 新烏日車站,回程,25,五權西萬和路口,Wuquan W.-Wanhe Intersection,120.64132,24.141101
56,新光里(新福路)- 新烏日車站,回程,26,五權西向心路口,Wuquan W.-Xiangxin Intersection,120.643781,24.140264
56,新光里(新福路)- 新烏日車站,回程,27,捷運南屯站(五權西路),MRT Nantun Station(Wuquan W. Road),120.6473975,24.139917
56,新光里(新福路)- 新烏日車站,回程,28,五權西大墩路口,Wuquan W.-Dadun Intersection,120.650879,24.139946
56,新光里(新福路)- 新烏日車站,回程,29,五權西東興路口,Wuquan W.-Dongxing Intersection,120.653548,24.139966
56,新光里(新福路)- 新烏日車站,回程,30,五權西忠明南路口,Wuquan W.-Zhongming S. Intersection,120.658292,24.13999
56,新光里(新福路)- 新烏日車站,回程,31,美術館(五權西路),National Taiwan Museum of Fine Arts (Wuquan W. Road),120.662938,24.140015
56,新光里(新福路)- 新烏日車站,回程,32,大墩文化中心(五權路),Dadun Cultural Center(Wuquan Road),120.666451,24.140699
56,新光里(新福路)- 新烏日車站,回程,33,五權自立街口,Wuquan-Zili Intersection,120.668843,24.143046
56,新光里(新福路)- 新烏日車站,回程,34,五權民生路口,Wuquan-Mingsheng Intersection,120.670168,24.144326
56,新光里(新福路)- 新烏日車站,回程,35,五權臺灣大道口,Wuquan Taiwan Blvd. Intersection,120.673029,24.147057
56,新光里(新福路)- 新烏日車站,回程,36,中央市場,Central Market,120.675593,24.149505
56,新光里(新福路)- 新烏日車站,回程,37,五權公園路口(光大社區),Wuquan-Gongyuan Intersection(Guangda Community),120.676938,24.150789
56,新光里(新福路)- 新烏日車站,回程,38,光大里,Guangda Village,120.678728,24.151701
56,新光里(新福路)- 新烏日車站,回程,39,五常里,Wuchang Village,120.680224,24.15231
56,新光里(新福路)- 新烏日車站,回程,40,五權學士路口,Wuquan-Xueshi Intersection,120.68388,24.153678
56,新光里(新福路)- 新烏日車站,回程,41,莒光新城,Juguang Community,120.687878,24.153993
56,新光里(新福路)- 新烏日車站,回程,42,臺灣體大體育場,Taiwan University of SportStadium,120.6886781,24.15242329
56,新光里(新福路)- 新烏日車站,回程,43,臺中一中,Taichung 1st Senior High School,120.687298,24.149407
56,新光里(新福路)- 新烏日車站,回程,44,臺灣體大游泳池,Taiwan University of SportSwimming Pool,120.686129,24.146859
56,新光里(新福路)- 新烏日車站,回程,45,臺中公園(雙十路),Taichung Park(Shuangshi Road),120.685888,24.144184
56,新光里(新福路)- 新烏日車站,回程,46,干城站,Gancheng Station,120.685758,24.140969
56,新光里(新福路)- 新烏日車站,回程,47,臺中車站(大智北路),Taichung Station(Dazhi North Road),120.687651,24.137282
56,新光里(新福路)- 新烏日車站,回程,48,新時代購物中心,Mode Mall,120.6880391,24.13599088
56,新光里(新福路)- 新烏日車站,回程,49,大智忠孝路口,Dazhi-Zhongxiao Intersection,120.689856,24.132363
56,新光里(新福路)- 新烏日車站,回程,50,建成大振街口,Jiancheng-Dazhen Intersection,120.6920404,24.1323913
56,新光里(新福路)- 新烏日車站,回程,51,新建國市場(6號門),New Jianguo Market(Gate 6),120.6940526,24.133184
56,新光里(新福路)- 新烏日車站,回程,52,新建國市場(8號門),New Jianguo Market(Gate 8),120.696061,24.134797
56,新光里(新福路)- 新烏日車站,回程,53,建成樂業路口,Jiancheng-Leye Intersection,120.6966364,24.13814275
56,新光里(新福路)- 新烏日車站,回程,54,東光旱溪街口,Dongguang-Hanxi Intersection,120.696732,24.140733
56,新光里(新福路)- 新烏日車站,回程,55,東光十甲路口,Dongguang-Shijia Intersection,120.697525,24.144301
56,新光里(新福路)- 新烏日車站,回程,56,精武車站(精武路),Jingwu Station(Jingwu Road),120.69849,24.147877
56,新光里(新福路)- 新烏日車站,回程,57,新光里(中山路),Xinguang Village(Zhongshan Road),120.702388,24.148002
56,新光里(新福路)- 新烏日車站,回程,58,新福里(新福路),Xinfu Village(Xinfu Road),120.703306,24.149544
56,新光里(新福路)- 新烏日車站,回程,59,新光里(新福路),Xinguang Village(Xinfu Road),120.703381,24.151609
58,中山醫學大學 - 潭子勝利運動公園,去程,1,中山醫學大學,Chung Shan Medical University,120.649095,24.12164311
58,中山醫學大學 - 潭子勝利運動公園,去程,2,捷運大慶站(大慶街),MRT Daqing Station(Daqing Street),120.649165,24.118507
58,中山醫學大學 - 潭子勝利運動公園,去程,3,復興北大慶街口,Fuxing N.-Daqing Intersection,120.651129,24.116502
58,中山醫學大學 - 潭子勝利運動公園,去程,4,大慶活動中心,Daqing Village Activity Center,120.654274,24.119157
58,中山醫學大學 - 潭子勝利運動公園,去程,5,東興復興北路口,Dongxing-Fuxing N. Intersection,120.65589,24.120048
58,中山醫學大學 - 潭子勝利運動公園,去程,6,東興樹義一巷口,Dongxing-Shuyi 1st Intersection,120.656745,24.119135
58,中山醫學大學 - 潭子勝利運動公園,去程,7,臺中高工(工學六街),Taichung Industrial H. S.(Gongxue 6th Street),120.660396,24.116469
58,中山醫學大學 - 潭子勝利運動公園,去程,8,臺中高工(高工路),Taichung Industrial Senior High School(Gaogong Road),120.6624153,24.1132436
58,中山醫學大學 - 潭子勝利運動公園,去程,9,工學一街口,Gongxue 1st Street,120.665213,24.1138
58,中山醫學大學 - 潭子勝利運動公園,去程,10,僑泰中學(高工路),Chiao Tai Senior High School(Gaogong Road),120.6679496,24.11437956
