都道府縣,市町村名,名稱,地址,緯度,經度
東京都,豐島區,豊島区観光情報センター,東京都豊島区西池袋1-19-7,35.73 ,139.71 
東京都,豐島區,としま区民センター インフォメーション,東京都豊島区東池袋1-20-10 ,35.73 ,139.72 
東京都,豐島區,GLOBAL RING CAFE ,東京都豊島区西池袋1-8-26 ,35.73 ,139.71 
東京都,豐島區,豊島区立トキワ荘マンガミュージアム,東京都豊島区南長崎3-9-22 ,35.72 ,139.69 
東京都,豐島區,豊島区トキワ荘通りお休み処 ,東京都豊島区南長崎2-3-2,35.72 ,139.69 
